workclass,marital-status,occupation,race,sex,hours-per-week,native-country,income,net_capital,age_group,education_level
Local-gov,Married-civ-spouse,Protective-serv,White,Male,60,United-States,>50K,0,middle_aged,Medium
Private,Divorced,Handlers-cleaners,White,Male,50,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,Black,Female,37,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K,15024,middle_aged,Medium
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Protective-serv,Black,Male,30,United-States,<=50K,0,middle_aged,Medium
Private,Separated,Adm-clerical,Black,Female,40,Other,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,White,Female,43,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Other-service,White,Female,35,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K,0,senior,High
Private,Never-married,Craft-repair,White,Male,65,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Protective-serv,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Sales,White,Female,84,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K,7298,middle_aged,High
Private,Married-civ-spouse,Other-service,White,Male,6,United-States,<=50K,0,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,45,Other,>50K,0,middle_aged,High
Private,Never-married,Craft-repair,White,Male,16,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,Other,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Male,16,United-States,<=50K,0,young,Medium
Private,Never-married,Sales,White,Female,32,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Male,40,Other,<=50K,0,middle_aged,Medium
Private,Separated,Machine-op-inspct,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Sales,White,Male,52,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Other-service,White,Male,42,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Transport-moving,Black,Male,48,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,3908,senior,Medium
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,young_adult,High
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,young_adult,High
Private,Divorced,Sales,White,Male,47,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Female,20,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,15024,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,46,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,60,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,Other,<=50K,0,senior,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,43,United-States,>50K,7298,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,50,India,>50K,0,middle_aged,High
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,30,United-States,>50K,-2415,middle_aged,High
Private,Never-married,Sales,White,Female,40,United-States,<=50K,0,young,Medium
Private,Never-married,Farming-fishing,White,Male,40,Other,<=50K,0,young_adult,Medium
Private,Divorced,Other-service,White,Male,30,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Transport-moving,White,Male,30,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,60,United-States,>50K,0,middle_aged,High
State-gov,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Male,45,United-States,<=50K,-2002,senior,Medium
Private,Divorced,Other-service,White,Male,30,United-States,<=50K,0,middle_aged,Medium
Private,Widowed,Prof-specialty,White,Male,50,United-States,<=50K,0,senior,Medium
Private,Never-married,Machine-op-inspct,Black,Female,40,Other,<=50K,0,young,Low
Private,Never-married,Prof-specialty,Asian-Pac-Islander,Male,55,United-States,<=50K,0,young_adult,High
State-gov,Divorced,Adm-clerical,White,Female,38,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Male,20,United-States,<=50K,0,young,Medium
Private,Never-married,Adm-clerical,White,Male,50,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Tech-support,White,Male,40,Germany,>50K,-1977,senior,High
Private,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Craft-repair,White,Male,35,United-States,<=50K,0,young,Medium
Private,Divorced,Other-service,White,Female,22,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,Other,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Female,30,United-States,>50K,7688,middle_aged,High
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,70,United-States,<=50K,-1573,young_adult,Medium
Private,Divorced,Tech-support,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K,0,young_adult,Medium
Private,Never-married,Sales,White,Male,25,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K,0,middle_aged,High
Local-gov,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0,senior,High
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,-625,middle_aged,Medium
Private,Married-spouse-absent,Sales,Other,Female,22,Other,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K,0,middle_aged,Low
Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K,0,senior,Low
Self-emp-inc,Divorced,Sales,White,Female,40,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Prof-specialty,White,Female,44,United-States,>50K,-1977,middle_aged,High
Local-gov,Never-married,Adm-clerical,Black,Female,60,United-States,<=50K,4101,young_adult,High
Local-gov,Divorced,Exec-managerial,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Craft-repair,Asian-Pac-Islander,Male,40,India,<=50K,0,young_adult,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K,0,young_adult,Medium
Self-emp-inc,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K,0,senior,Medium
Private,Never-married,Exec-managerial,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Prof-specialty,White,Female,15,Germany,<=50K,0,elderly,High
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,High
Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,5,United-States,<=50K,0,senior,Medium
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,48,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,young,Medium
Private,Widowed,Sales,White,Female,50,United-States,>50K,0,elderly,Medium
Federal-gov,Never-married,Prof-specialty,White,Female,40,Other,>50K,0,senior,High
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Handlers-cleaners,White,Female,25,United-States,<=50K,0,young,Medium
Private,Never-married,Sales,White,Female,24,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Other-service,Black,Male,30,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Farming-fishing,White,Male,12,United-States,<=50K,0,senior,Medium
Private,Never-married,Handlers-cleaners,White,Male,30,United-States,<=50K,0,young,Medium
Private,Married-spouse-absent,Craft-repair,White,Male,40,Mexico,<=50K,0,young_adult,Low
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,24,United-States,>50K,0,elderly,Medium
Private,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K,0,middle_aged,Medium
Local-gov,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,1409,elderly,Medium
Private,Never-married,Transport-moving,Black,Female,40,United-States,<=50K,0,middle_aged,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Adm-clerical,White,Male,60,United-States,>50K,0,middle_aged,Medium
State-gov,Separated,Other-service,White,Female,35,United-States,<=50K,0,senior,Medium
Private,Widowed,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Sales,Black,Male,50,United-States,>50K,7688,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K,0,elderly,High
Private,Widowed,Farming-fishing,White,Male,62,United-States,>50K,-2258,senior,Medium
Private,Widowed,Exec-managerial,White,Female,40,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Machine-op-inspct,White,Female,40,Other,>50K,0,senior,Medium
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young,Medium
Local-gov,Separated,Craft-repair,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K,0,senior,Medium
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Other-service,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,7688,senior,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,30,United-States,>50K,0,elderly,Medium
Self-emp-not-inc,Married-civ-spouse,Other-service,White,Female,15,Mexico,<=50K,0,young_adult,Low
Private,Divorced,Adm-clerical,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Tech-support,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,<=50K,0,young,Medium
Private,Never-married,Exec-managerial,White,Male,60,United-States,>50K,13550,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,15024,middle_aged,High
State-gov,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K,-1848,young_adult,High
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,0,middle_aged,High
Self-emp-not-inc,Never-married,Tech-support,Asian-Pac-Islander,Female,15,United-States,<=50K,0,middle_aged,Low
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Divorced,Adm-clerical,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Never-married,Other-service,White,Female,40,United-States,<=50K,0,young,Medium
Private,Never-married,Handlers-cleaners,White,Male,16,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Male,50,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Other-service,Other,Female,25,Other,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Widowed,Prof-specialty,White,Female,40,United-States,<=50K,0,senior,High
Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,White,Male,70,United-States,>50K,0,young_adult,High
Self-emp-inc,Never-married,Prof-specialty,White,Male,45,United-States,<=50K,0,young_adult,High
State-gov,Never-married,Tech-support,Black,Female,20,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,young,Medium
Local-gov,Divorced,Protective-serv,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,White,Male,12,United-States,<=50K,2414,elderly,Low
Private,Divorced,Exec-managerial,White,Male,52,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,20,United-States,<=50K,1797,elderly,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,45,United-States,<=50K,4064,young_adult,Medium
Private,Married-civ-spouse,Handlers-cleaners,Other,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Sales,White,Male,8,United-States,<=50K,0,young,Low
Self-emp-not-inc,Divorced,Exec-managerial,Black,Female,30,United-States,<=50K,0,young_adult,High
Private,Widowed,Other-service,White,Female,40,United-States,<=50K,0,elderly,Medium
Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,India,<=50K,5013,senior,High
Private,Never-married,Craft-repair,White,Male,40,Other,<=50K,3674,young_adult,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,Medium
Self-emp-not-inc,Never-married,Craft-repair,White,Female,35,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Never-married,Sales,White,Female,15,United-States,<=50K,0,young,Low
Local-gov,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young,Medium
Private,Never-married,Adm-clerical,Asian-Pac-Islander,Female,16,United-States,<=50K,0,young,High
Private,Never-married,Other-service,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Never-married,Craft-repair,Black,Male,32,United-States,<=50K,0,middle_aged,Low
Private,Divorced,Machine-op-inspct,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,White,Female,55,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Female,35,United-States,<=50K,0,young,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,37,United-States,>50K,3103,middle_aged,High
Local-gov,Widowed,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Prof-specialty,White,Male,45,United-States,<=50K,0,middle_aged,High
Private,Never-married,Craft-repair,White,Male,70,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Other-service,White,Male,32,United-States,<=50K,0,young,Medium
Private,Never-married,Tech-support,White,Male,45,United-States,<=50K,0,young_adult,Medium
State-gov,Married-civ-spouse,Exec-managerial,Black,Female,30,United-States,>50K,0,middle_aged,High
Private,Divorced,Other-service,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Divorced,Prof-specialty,Asian-Pac-Islander,Male,50,India,>50K,0,young_adult,High
Private,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Craft-repair,Asian-Pac-Islander,Male,40,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,60,United-States,>50K,-1887,middle_aged,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,48,United-States,>50K,0,middle_aged,Medium
